ph,turbidity,temperature,quality
4.826,21.588,26.524,Unsafe
8.14,3.191,25.425,Good
8.092,5.723,27.758,Poor
8.069,2.246,21.099,Good
8.082,1.862,26.515,Good
8.069,2.474,23.383,Good
8.055,1.878,27.111,Good
7.921,6.778,26.473,Poor
7.733,1.136,24.383,Good
7.995,2.044,23.361,Good
7.93,4.168,26.266,Poor
8.063,2.018,21.781,Good
8.016,5.499,23.586,Poor
8.235,3.36,17.484,Good
9.863,18.054,16.573,Very Poor
8.044,4.481,24.251,Poor
6.607,2.711,25.581,Good
7.93,5.039,27.191,Poor
8.201,5.502,20.686,Poor
7.439,2.09,28.435,Good
7.993,2.159,22.203,Good
7.957,5.115,25.166,Poor
8.154,13.759,21.618,Very Poor
8.011,1.825,27.684,Good
8.207,6.653,18.735,Poor
8.088,0.812,23.028,Good
8.133,4.101,20.882,Poor
8.075,3.255,19.744,Good
6.954,0.634,23.15,Excellent
8.739,6.251,26.931,Poor
8.159,3.699,18.57,Good
8.4,3.689,20.641,Good
8.082,2.04,22.671,Good
8.106,4.45,28.777,Poor
7.638,2.767,24.346,Good
7.945,1.778,27.777,Good
6.734,2.005,21.974,Good
7.956,0.93,27.639,Good
7.973,1.915,25.78,Good
6.828,0.567,23.094,Excellent
8.108,3.379,24.062,Good
8.091,2.562,21.059,Good
6.965,0.506,21.22,Excellent
8.023,5.072,28.414,Poor
8.079,2.57,28.698,Good
8.132,2.616,26.019,Good
7.885,9.997,28.488,Poor
13.067,40.112,18.189,Unsafe
7.619,0.719,23.131,Good
8.077,4.113,24.458,Poor
8.132,2.945,26.223,Good
8.09,2.49,26.119,Good
6.303,14.184,23.046,Very Poor
2.981,47.493,14.39,Unsafe
8.181,8.39,19.001,Poor
8.075,3.751,28.545,Good
8.092,4.077,28.487,Poor
8.101,2.299,28.066,Good
8.399,1.89,27.057,Good
7.385,0.348,23.16,Excellent
6.48,8.498,30.486,Poor
7.93,4.491,27.302,Poor
8.119,2.109,21.071,Good
8.222,3.578,17.735,Good
7.933,3.475,26.551,Good
7.968,1.092,27.77,Good
8.047,2.615,20.67,Good
7.032,2.941,22.664,Good
7.939,3.308,28.403,Good
7.943,3.542,27.897,Good
8.156,7.903,21.328,Poor
8.058,4.955,27.073,Poor
8.075,3.182,23.283,Good
7.93,3.632,26.359,Good
8.144,2.754,26.588,Good
5.283,14.123,22.023,Very Poor
8.151,2.054,18.415,Good
8.009,4.715,26.699,Poor
7.16,5.653,22.307,Poor
7.946,3.041,26.938,Good
8.152,2.837,17.671,Good
8.152,3.569,19.088,Good
8.179,1.442,19.939,Good
8.101,3.776,28.914,Good
8.127,3.154,27.652,Good
7.977,3.096,31.355,Good
8.082,2.248,24.941,Good
8.126,3.97,28.281,Good
7.976,0.651,27.149,Good
8.105,3.428,23.327,Good
8.221,3.751,18.677,Good
8.165,4.264,26.672,Poor
8.158,8.615,20.229,Poor
7.949,4.671,26.629,Poor
5.02,18.288,18.47,Very Poor
8.046,5.032,22.869,Poor
8.21,2.867,17.627,Good
8.094,1.342,21.432,Good
8.158,4.99,19.918,Poor
8.106,2.897,25.663,Good
7.945,3.698,27.942,Good
7.957,3.476,29.815,Good
8.159,3.404,27.027,Good
7.821,5.148,23.844,Poor
7.633,8.354,29.776,Poor
8.202,3.479,18.602,Good
8.109,3.96,27.895,Good
8.094,5.438,28.693,Poor
8.124,2.893,25.352,Good
7.179,0.328,22.075,Excellent
8.167,7.746,21.046,Poor
8.157,3.126,27.472,Good
6.892,2.449,22.339,Good
7.306,0.232,22.474,Excellent
8.142,2.8,24.773,Good
8.225,2.875,18.141,Good
7.908,2.097,25.81,Good
8.091,2.099,28.338,Good
8.133,2.722,26.615,Good
8.155,4.059,20.984,Poor
8.12,2.337,25.925,Good
7.306,0.367,23.313,Excellent
8.093,3.641,29.139,Good
9.89,10.367,25.718,Very Poor
8.123,2.637,26.422,Good
7.15,3.518,27.2,Good
8.156,1.748,18.618,Good
8.172,8.577,21.616,Poor
8.187,5.79,28.422,Poor
8.147,2.5,25.478,Good
8.087,2.22,21.665,Good
8.109,2.957,20.858,Good
8.192,5.909,19.88,Poor
7.992,4.016,26.677,Poor
8.111,3.514,26.618,Good
8.126,4.017,19.974,Poor
7.997,0.577,27.592,Good
8.107,3.108,24.856,Good
8.131,2.542,24.975,Good
6.83,0.67,22.712,Excellent
0.726,24.119,18.434,Unsafe
7.946,1.458,25.865,Good
7.994,2.201,23.361,Good
8.182,4.559,19.359,Poor
8.1,2.773,25.131,Good
3.881,24.434,25.686,Unsafe
8.207,2.714,18.825,Good
8.091,2.447,21.118,Good
6.573,2.675,22.111,Good
8.099,2.956,20.189,Good
8.041,1.802,21.533,Good
8.012,8.98,26.976,Poor
7.716,1.483,22.687,Good
7.55,2.025,19.214,Good
8.014,2.072,22.67,Good
9.017,5.423,18.59,Poor
7.993,4.286,26.459,Poor
8.164,4.668,21.365,Poor
8.011,4.73,27.134,Poor
7.912,1.014,27.673,Good
6.658,2.278,21.735,Good
7.989,1.591,25.826,Good
8.177,4.573,19.156,Poor
6.977,0.245,20.284,Excellent
8.211,2.831,17.033,Good
8.093,2.149,27.909,Good
8.105,2.74,25.803,Good
7.987,4.807,23.229,Poor
7.965,0.846,27.871,Good
8.108,2.861,25.862,Good
8.181,4.39,19.244,Poor
8.092,2.417,26.206,Good
11.286,38.446,37.78,Unsafe
7.938,1.466,27.789,Good
8.152,2.974,23.627,Good
6.563,1.339,28.079,Good
8.02,1.432,27.525,Good
8.113,2.794,26.58,Good
7.982,3.379,28.322,Good
12.814,28.905,29.991,Unsafe
7.934,3.211,30.015,Good
7.002,0.833,20.838,Excellent
8.131,2.972,25.577,Good
7.941,0.738,26.78,Good
7.944,3.139,31.64,Good
8.23,3.923,21.835,Good
7.154,0.331,23.052,Excellent
8.121,3.126,23.507,Good
7.974,4.74,28.104,Poor
3.849,51.269,29.664,Unsafe
8.143,2.864,25.357,Good
8.12,4.172,21.02,Poor
8.608,11.273,16.027,Very Poor
8.084,2.248,22.937,Good
8.198,2.554,17.209,Good
6.564,12.419,20.376,Very Poor
8.229,2.87,17.005,Good
7.211,0.942,21.855,Excellent
11.179,59.818,20.002,Unsafe
8.098,3.187,28.05,Good
8.087,2.442,21.416,Good
8.896,17.77,27.282,Very Poor
6.718,1.244,26.053,Good
8.043,2.789,24.749,Good
8.063,4.156,28.804,Poor
11.309,32.455,17.063,Unsafe
8.087,3.176,26.205,Good
8.046,1.994,25.904,Good
7.948,4.114,27.324,Poor
6.028,9.739,24.384,Poor
7.94,0.582,27.831,Good
8.093,3.466,25.824,Good
7.941,3.795,26.517,Good
8.041,0.532,27.976,Good
8.162,1.569,19.284,Good
6.935,0.754,23.102,Excellent
7.987,1.635,27.571,Good
8.133,3.307,24.518,Good
7.992,1.331,27.023,Good
8.144,4.016,26.356,Poor
7.972,3.23,27.377,Good
7.977,3.975,27.501,Good
8.072,2.574,29.299,Good
7.964,2.184,27.962,Good
5.334,19.595,33.25,Very Poor
7.967,3.416,27.335,Good
8.107,4.019,28.345,Poor
8.165,4.165,26.201,Poor
7.978,3.885,30.645,Good
7.063,0.456,23.968,Excellent
6.375,9.163,29.672,Poor
7.894,3.604,31.588,Good
7.954,7.467,27.08,Poor
8.271,3.822,26.22,Good
8.105,3.149,21.587,Good
4.587,52.344,16.704,Unsafe
8.042,3.038,29.476,Good
7.989,0.683,22.313,Good
8.072,3.165,26.721,Good
6.66,3.091,18.191,Good
8.097,1.999,25.746,Good
8.029,3.129,25.023,Good
7.982,1.358,27.959,Good
7.087,0.277,22.219,Excellent
8.19,2.762,19.162,Good
8.085,2.591,23.876,Good
7.975,3.428,20.788,Good
8.134,3.233,25.45,Good
6.979,2.938,23.963,Good
8.217,2.84,18.389,Good
7.202,0.564,22.204,Excellent
8.004,3.616,27.506,Good
7.938,1.67,27.164,Good
8.174,2.669,17.151,Good
7.956,3.692,27.954,Good
7.984,1.924,27.232,Good
7.076,0.9,23.479,Excellent
7.941,4.591,27.164,Poor
8.249,12.448,26.875,Very Poor
8.141,2.599,18.265,Good
8.27,2.436,23.097,Good
1.14,24.314,24.617,Unsafe
8.225,3.488,17.813,Good
8.144,9.115,21.266,Poor
7.999,0.581,27.783,Good
8.053,1.635,25.887,Good
7.914,6.696,26.331,Poor
8.161,4.098,20.457,Poor
8.046,4.439,25.213,Poor
7.785,4.494,22.372,Poor
8.038,1.848,24.355,Good
6.927,0.784,21.718,Excellent
8.024,3.26,27.464,Good
8.07,1.796,27.38,Good
8.084,2.707,26.603,Good
8.122,2.913,22.996,Good
8.113,3.225,26.938,Good
8.116,2.422,24.513,Good
8.137,3.683,25.434,Good
8.093,3.593,23.371,Good
6.827,0.323,23.678,Excellent
8.076,3.507,22.918,Good
7.949,1.237,27.453,Good
8.182,4.046,18.953,Poor
8.122,6.595,21.367,Poor
8.101,4.109,23.634,Poor
7.977,1.07,27.548,Good
8.103,3.243,26.365,Good
7.967,0.768,27.666,Good
8.041,2.331,22.298,Good
8.153,2.376,25.313,Good
7.783,2.653,27.894,Good
7.956,3.838,27.846,Good
7.999,1.679,22.975,Good
8.072,2.93,23.853,Good
8.151,1.957,18.702,Good
6.452,15.447,23.757,Very Poor
7.741,5.014,26.039,Poor
6.812,0.995,23.973,Good
8.312,7.729,22.664,Poor
8.006,1.64,27.481,Good
6.993,0.3,22.846,Excellent
7.504,2.391,19.388,Good
2.212,54.943,33.439,Unsafe
5.184,18.881,22.559,Very Poor
8.107,2.436,17.976,Good
7.437,1.707,18.598,Good
9.043,9.681,22.195,Poor
6.005,10.222,23.322,Very Poor
8.389,9.711,30.881,Poor
6.956,0.124,22.356,Excellent
7.985,4.978,28.266,Poor
8.163,5.888,21.411,Poor
8.123,3.73,23.993,Good
8.098,3.084,24.753,Good
8.079,4.078,24.63,Poor
8.221,3.257,17.416,Good
7.223,0.927,20.261,Excellent
8.118,2.166,19.996,Good
8.044,1.959,27.401,Good
7.952,1.355,25.739,Good
8.09,3.246,29.334,Good
8.086,2.938,25.347,Good
8.149,2.352,27.394,Good
7.785,6.996,25.334,Poor
8.201,3.998,18.369,Good
8.024,3.305,28.794,Good
8.005,2.064,26.841,Good
6.88,15.032,28.333,Very Poor
7.948,6.563,27.245,Poor
7.993,1.379,24.327,Good
8.039,1.653,21.705,Good
8.042,3.747,27.257,Good
6.688,8.789,27.518,Poor
7.942,1.733,25.408,Good
8.15,3.065,26.473,Good
8.182,4.721,26.458,Poor
7.023,3.158,19.205,Good
6.839,1.832,21.682,Good
8.004,2.005,24.245,Good
7.997,5.988,23.197,Poor
7.387,0.691,21.288,Excellent
8.168,2.777,18.59,Good
7.993,3.645,27.535,Good
8.031,6.124,24.166,Poor
8.378,16.162,27.263,Very Poor
8.182,2.188,19.249,Good
8.105,3.065,24.296,Good
8.218,2.525,17.622,Good
8.18,2.872,27.486,Good
8.05,4.093,24.416,Poor
8.793,7.057,18.095,Poor
7.312,0.753,22.139,Excellent
12.864,57.122,23.65,Unsafe
8.091,2.326,25.247,Good
7.627,2.687,26.266,Good
6.876,0.307,20.642,Excellent
8.129,4.041,25.766,Poor
11.318,23.415,14.349,Unsafe
7.964,4.991,25.244,Poor
8.022,3.294,28.304,Good
8.106,7.2,29.23,Poor
7.937,2.708,27.304,Good
5.158,17.62,25.312,Very Poor
8.206,5.279,25.15,Poor
8.029,4.468,23.19,Poor
6.853,3.439,21.217,Good
5.575,18.129,31.524,Very Poor
5.778,16.804,25.173,Very Poor
8.077,2.57,22.303,Good
8.206,3.552,18.376,Good
8.237,3.527,18.423,Good
8.219,2.543,18.441,Good
8.087,3.403,23.77,Good
8.037,1.737,23.395,Good
8.088,1.795,20.4,Good
7.223,0.691,21.724,Excellent
8.132,2.368,26.378,Good
8.093,2.307,20.815,Good
7.951,3.848,26.798,Good
8.068,2.266,21.737,Good
9.799,14.346,26.793,Very Poor
8.204,2.504,18.462,Good
7.936,4.591,27.181,Poor
7.976,3.485,27.231,Good
7.052,1.563,26.456,Good
7.07,0.933,20.536,Excellent
6.574,4.211,26.707,Poor
7.144,2.286,19.143,Good
8.469,3.836,25.714,Good
8.004,1.862,27.531,Good
3.762,23.511,28.153,Unsafe
7.93,2.888,26.743,Good
8.079,2.228,22.163,Good
8.098,2.366,19.978,Good
7.921,3.298,26.653,Good
8.081,2.499,21.491,Good
8.127,2.545,25.668,Good
7.958,7.054,25.931,Poor
8.191,2.833,17.908,Good
6.45,14.032,29.547,Very Poor
8.102,2.657,25.468,Good
8.143,2.917,17.896,Good
8.877,8.302,26.382,Poor
8.005,2.017,26.933,Good
8.064,2.909,24.703,Good
8.071,1.776,24.897,Good
7.031,0.786,21.125,Excellent
7.205,0.854,21.114,Excellent
7.361,0.14,21.895,Excellent
8.133,2.531,25.796,Good
7.942,3.684,29.217,Good
7.543,3.271,23.016,Good
7.985,1.165,27.844,Good
7.946,3.36,31.96,Good
7.97,3.733,22.594,Good
8.069,2.37,28.421,Good
8.144,1.518,21.104,Good
1.413,29.712,11.785,Unsafe
6.799,1.387,21.978,Good
8.084,3.289,23.858,Good
8.194,3.278,18.064,Good
10.537,43.576,29.502,Unsafe
8.309,9.043,29.33,Poor
8.077,3.256,20.792,Good
7.084,0.874,20.221,Excellent
8.138,3.488,18.671,Good
7.964,1.356,27.413,Good
7.982,3.32,28.152,Good
8.1,3.066,20.628,Good
7.379,2.968,20.709,Good
8.225,3.177,18.775,Good
8.034,5.447,28.571,Poor
7.62,7.909,30.587,Poor
8.173,3.018,17.972,Good
8.017,2.86,28.386,Good
7.964,7.833,26.822,Poor
8.188,5.679,28.738,Poor
8.104,2.78,25.811,Good
8.162,1.86,18.605,Good
6.709,8.635,19.916,Poor
8.056,4.947,28.531,Poor
8.058,2.565,22.949,Good
8.131,3.694,21.371,Good
8.067,2.363,25.441,Good
7.97,4.647,27.004,Poor
6.574,2.205,21.622,Good
7.284,0.923,20.747,Excellent
8.157,2.289,17.516,Good
8.042,4.024,21.963,Poor
8.097,3.27,23.355,Good
8.084,5.738,29.486,Poor
8.05,3.515,29.02,Good
8.017,6.053,27.909,Poor
8.149,2.75,24.964,Good
8.088,3.239,24.705,Good
7.922,3.114,26.482,Good
8.052,2.772,29.159,Good
7.953,3.035,27.317,Good
8.033,8.708,20.238,Poor
7.779,19.325,23.551,Very Poor
8.105,7.465,27.606,Poor
7.937,4.029,26.611,Poor
8.066,1.548,25.866,Good
7.003,0.642,20.407,Excellent
9.016,15.037,30.743,Very Poor
8.068,3.047,28.605,Good
8.077,4.203,23.764,Poor
8.946,6.964,29.617,Poor
8.161,3.274,26.52,Good
4.333,34.545,20.317,Unsafe
7.976,4.472,25.515,Poor
8.115,5.019,27.529,Poor
8.023,5.059,27.269,Poor
4.615,36.824,36.535,Unsafe
7.886,2.868,21.516,Good
8.045,2.817,24.689,Good
7.682,19.499,18.663,Very Poor
7.903,15.283,28.533,Very Poor
8.125,2.518,24.551,Good
6.556,1.238,22.875,Good
8.074,2.647,26.231,Good
7.881,3.146,30.044,Good
7.954,1.64,27.344,Good
8.141,2.833,27.098,Good
8.027,1.795,23.606,Good
7.379,7.642,26.387,Poor
7.977,3.146,29.529,Good
8.105,2.898,27.848,Good
8.082,3.152,23.881,Good
7.313,0.723,22.222,Excellent
8.215,6.989,20.26,Poor
8.059,18.168,32.914,Very Poor
7.349,1.069,23.35,Good
8.093,2.963,24.629,Good
8.191,5.923,24.32,Poor
8.169,6.694,20.352,Poor
8.144,2.392,17.139,Good
7.961,3.104,27.815,Good
7.96,3.395,28.418,Good
7.968,3.496,27.402,Good
8.108,3.149,24.86,Good
7.985,3.155,27.667,Good
7.068,0.907,20.625,Excellent
8.095,3.768,23.604,Good
8.021,3.734,29.271,Good
0.96,23.052,14.436,Unsafe
8.168,3.799,18.208,Good
8.119,3.264,27.232,Good
8.207,2.745,17.822,Good
7.909,7.41,23.434,Poor
7.989,3.475,27.828,Good
8.118,3.917,28.658,Good
8.025,6.267,28.546,Poor
6.624,14.107,28.894,Very Poor
8.118,4.519,24.045,Poor
8.114,5.241,27.364,Poor
8.081,4.026,26.165,Poor
8.137,1.863,20.47,Good
2.647,24.646,35.009,Unsafe
8.034,2.725,21.841,Good
8.07,2.977,19.82,Good
8.139,2.689,29.463,Good
8.084,3.146,21.476,Good
8.104,2.384,26.794,Good
8.189,2.929,17.241,Good
8.184,3.013,17.559,Good
8.181,4.174,18.111,Poor
8.113,2.398,20.931,Good
6.509,9.903,29.735,Poor
7.972,3.044,27.575,Good
8.063,3.599,21.454,Good
7.974,3.018,27.514,Good
8.074,7.71,21.109,Poor
8.076,2.305,25.229,Good
8.025,2.032,24.089,Good
8.208,3.951,26.48,Good
8.819,4.672,28.681,Poor
7.834,5.196,22.291,Poor
8.024,3.356,25.557,Good
7.296,1.18,22.498,Good
8.105,4.326,23.68,Poor
8.716,16.885,29.707,Very Poor
8.071,1.175,22.676,Good
7.955,1.114,27.483,Good
6.552,1.388,19.806,Good
6.826,0.453,21.77,Excellent
7.931,1.622,27.885,Good
7.913,4.549,25.501,Poor
7.817,15.026,18.19,Very Poor
6.832,3.787,20.225,Good
7.928,6.738,26.886,Poor
8.178,2.433,17.491,Good
8.089,3.097,21.66,Good
8.23,2.409,18.43,Good
8.033,2.799,22.628,Good
8.025,1.565,26.536,Good
8.03,2.802,23.565,Good
8.059,2.679,21.436,Good
7.383,0.074,22.113,Excellent
8.109,5.32,29.473,Poor
9.041,9.761,31.463,Poor
8.149,3.7,30.271,Good
8.181,5.37,21.34,Poor
9.562,13.156,24.388,Very Poor
8.083,2.84,28.6,Good
6.995,9.264,18.079,Poor
7.92,3.276,29.702,Good
8.079,1.893,26.834,Good
7.047,0.689,21.717,Excellent
8.061,4.093,28.307,Poor
8.108,3.113,24.677,Good
7.977,5.264,26.063,Poor
8.807,4.155,30.509,Poor
6.951,0.891,23.5,Excellent
8.081,2.422,20.618,Good
8.126,2.827,25.92,Good
7.967,4.229,26.188,Poor
8.141,2.729,17.31,Good
8.185,3.229,18.917,Good
7.858,3.45,18.912,Good
7.398,5.623,24.566,Poor
8.07,2.731,25.175,Good
7.15,1.131,25.303,Good
8.183,5.924,28.387,Poor
7.027,0.599,22.389,Excellent
7.5,3.823,20.631,Good
7.242,2.707,21.374,Good
8.161,8.519,19.497,Poor
8.064,5.742,24.615,Poor
8.065,3.713,24.443,Good
6.854,2.635,18.283,Good
8.111,2.954,25.542,Good
8.05,2.438,21.447,Good
7.914,3.12,28.466,Good
8.158,2.451,27.84,Good
7.964,3.857,26.304,Good
8.003,2.459,24.08,Good
11.853,47.562,12.997,Unsafe
8.106,4.467,28.271,Poor
6.913,2.2,20.587,Good
8.004,2.829,28.974,Good
8.069,2.484,23.096,Good
8.21,3.011,17.11,Good
8.129,2.539,26.982,Good
8.17,6.802,21.037,Poor
8.116,2.929,21.43,Good
8.078,4.5,28.633,Poor
6.879,18.718,26.155,Very Poor
8.439,7.492,26.547,Poor
11.691,32.158,11.745,Unsafe
7.959,3.287,27.596,Good
6.892,0.423,20.286,Excellent
13.457,54.334,37.302,Unsafe
8.193,3.959,19.088,Good
8.002,3.004,29.157,Good
7.928,3.209,24.971,Good
6.803,0.695,21.023,Excellent
7.27,0.603,20.534,Excellent
7.965,2.951,28.284,Good
7.951,2.849,27.979,Good
8.134,2.551,25.036,Good
8.155,3.541,26.317,Good
8.11,3.136,23.713,Good
8.204,3.344,18.391,Good
8.126,2.598,20.569,Good
8.17,7.796,21.369,Poor
8.03,4.395,22.008,Poor
10.649,59.105,15.447,Unsafe
8.171,2.555,18.29,Good
7.911,4.153,29.246,Poor
7.984,1.313,27.195,Good
7.209,0.439,23.713,Excellent
8.068,3.279,19.757,Good
7.974,2.159,26.93,Good
8.066,2.297,21.076,Good
8.035,3.453,28.142,Good
7.921,3.745,26.72,Good
8.165,1.897,23.559,Good
6.228,4.807,27.946,Poor
8.146,2.238,19.699,Good
8.085,2.968,28.136,Good
8.192,2.644,18.037,Good
9.937,16.461,32.989,Very Poor
12.485,50.701,26.107,Unsafe
7.936,5.08,26.732,Poor
8.173,2.914,17.147,Good
8.027,5.907,24.491,Poor
8.121,3.217,26.83,Good
8.113,3.081,24.242,Good
8.114,3.616,21.625,Good
8.124,2.553,26.775,Good
8.553,6.823,21.064,Poor
8.037,1.33,21.087,Good
8.102,2.641,24.311,Good
8.008,3.676,29.136,Good
6.962,7.98,26.917,Poor
7.987,1.489,27.292,Good
7.989,5.545,26.475,Poor
8.082,2.468,24.921,Good
8.002,1.586,23.012,Good
5.211,10.525,20.557,Very Poor
1.638,57.73,14.511,Unsafe
8.162,3.581,27.071,Good
8.1,2.16,20.725,Good
8.056,1.847,24.764,Good
8.078,3.231,29.338,Good
8.099,4.653,28.681,Poor
7.95,3.525,27.317,Good
8.186,5.943,19.28,Poor
2.602,32.957,21.849,Unsafe
8.095,2.661,25.573,Good
8.038,4.482,26.952,Poor
7.517,16.789,22.82,Very Poor
7.996,1.853,27.901,Good
8.139,2.605,17.12,Good
7.936,3.121,26.933,Good
6.88,0.543,23.092,Excellent
7.392,17.268,31.199,Very Poor
8.135,3.683,24.311,Good
6.69,0.955,20.275,Good
8.156,2.713,25.296,Good
8.023,1.895,24.212,Good
8.048,2.123,22.001,Good
7.32,0.592,23.442,Excellent
8.379,3.775,19.165,Good
7.962,3.362,27.943,Good
8.106,5.289,29.038,Poor
8.115,4.14,28.119,Poor
8.197,4.086,21.13,Poor
8.094,2.884,25.594,Good
8.871,13.445,26.713,Very Poor
7.965,3.572,31.428,Good
8.002,3.671,28.635,Good
8.045,4.754,28.632,Poor
8.189,4.186,18.903,Poor
6.92,0.393,20.586,Excellent
8.071,3.532,24.748,Good
7.853,3.738,26.433,Good
8.145,6.792,20.671,Poor
8.099,2.617,21.365,Good
8.074,5.491,22.67,Poor
7.91,3.604,27.217,Good
6.973,0.69,22.518,Excellent
8.027,3.312,29.22,Good
8.057,3.839,28.898,Good
8.127,3.488,28.938,Good
6.872,0.097,21.127,Excellent
7.967,3.887,27.789,Good
9.811,19.176,23.367,Very Poor
7.962,9.89,23.401,Poor
8.015,4.927,24.162,Poor
8.161,5.746,21.003,Poor
7.982,3.422,27.939,Good
8.031,5.508,23.071,Poor
7.486,9.537,30.963,Poor
7.734,4.818,25.226,Poor
9.235,19.196,21.407,Very Poor
9.074,19.368,25.828,Very Poor
7.903,0.853,27.64,Good
8.047,2.394,22.992,Good
8.094,3.778,28.58,Good
7.996,1.49,26.914,Good
9.445,14.784,21.733,Very Poor
7.779,1.806,21.313,Good
8.238,2.131,19.362,Good
7.882,1.849,27.462,Good
8.048,1.549,25.829,Good
8.151,2.839,26.861,Good
8.15,3.308,27.31,Good
7.552,1.168,18.581,Good
8.099,3.967,26.18,Good
8.022,1.841,24.405,Good
8.175,3.004,19.287,Good
8.045,2.74,24.674,Good
3.881,40.162,24.512,Unsafe
8.415,2.439,21.012,Good
8.13,1.939,20.98,Good
8.057,5.633,29.444,Poor
7.984,4.011,27.787,Poor
5.839,5.013,20.333,Poor
8.03,1.498,26.543,Good
8.193,5.394,20.361,Poor
7.973,0.376,26.995,Good
8.134,3.587,24.296,Good
2.782,20.471,18.344,Unsafe
8.134,4.418,20.549,Poor
8.218,2.951,17.926,Good
8.159,8.124,18.924,Poor
8.083,2.77,29.314,Good
8.127,5.884,20.94,Poor
7.033,12.775,31.227,Very Poor
8.117,6.569,20.517,Poor
8.172,1.842,19.09,Good
8.168,8.805,20.504,Poor
8.18,2.338,18.624,Good
7.9,4.716,26.838,Poor
6.584,1.137,25.597,Good
8.155,2.469,18.412,Good
7.962,3.76,27.841,Good
8.022,1.18,27.092,Good
7.971,0.548,27.21,Good
8.145,2.972,19.877,Good
8.055,3.543,24.407,Good
8.123,2.926,25.338,Good
8.156,2.165,19.111,Good
5.79,18.292,20.254,Very Poor
8.077,2.06,27.848,Good
8.028,3.008,21.503,Good
7.99,4.685,26.304,Poor
9.484,19.705,27.673,Very Poor
7.907,1.403,25.042,Good
2.494,50.666,18.994,Unsafe
7.29,2.916,18.765,Good
8.182,3.919,18.154,Good
8.08,3.949,25.195,Good
8.08,2.445,25.096,Good
8.184,2.728,18.639,Good
6.967,0.095,22.766,Excellent
8.094,4.271,28.671,Poor
8.409,2.966,18.871,Good
7.961,3.568,29.764,Good
8.059,5.799,29.274,Poor
8.036,5.166,24.246,Poor
8.18,3.482,20.509,Good
8.092,2.056,27.352,Good
8.112,3.48,30.248,Good
8.115,3.633,24.538,Good
7.958,4.033,26.94,Poor
7.942,3.665,27.524,Good
5.593,10.152,25.404,Very Poor
8.265,15.173,23.026,Very Poor
7.936,3.532,31.406,Good
6.876,0.837,23.395,Excellent
7.811,2.28,27.114,Good
8.001,0.971,27.026,Good
8.201,4.176,26.826,Poor
11.827,22.255,11.906,Unsafe
7.042,2.081,27.636,Good
4.122,28.344,12.479,Unsafe
8.151,2.78,18.187,Good
8.041,6.4,21.301,Poor
8.065,4.449,20.55,Poor
8.156,3.174,25.034,Good
8.12,3.863,26.584,Good
7.935,4.937,26.241,Poor
8.048,3.252,29.03,Good
8.057,2.07,21.736,Good
8.141,3.036,23.555,Good
8.079,2.235,25.432,Good
7.31,0.296,22.045,Excellent
8.097,2.761,25.698,Good
7.154,1.271,24.136,Good
8.054,1.641,20.206,Good
8.164,2.674,26.926,Good
8.216,3.146,18.928,Good
6.559,19.135,30.287,Very Poor
8.161,2.46,17.404,Good
8.136,7.696,20.514,Poor
1.747,41.01,22.055,Unsafe
8.021,4.005,29.381,Poor
8.191,3.202,26.041,Good
8.185,4.068,18.461,Poor
8.119,2.76,21.358,Good
8.039,2.394,25.808,Good
8.218,3.951,18.72,Good
8.42,2.455,18.531,Good
8.202,2.635,18.582,Good
8.35,6.23,24.089,Poor
8.151,7.283,20.4,Poor
7.961,3.441,27.857,Good
8.14,8.719,20.258,Poor
8.132,2.843,25.701,Good
8.206,2.393,18.149,Good
7.032,0.367,22.664,Excellent
7.985,3.554,27.679,Good
8.814,6.778,22.44,Poor
9.663,13.725,22.03,Very Poor
8.19,2.651,18.235,Good
8.505,11.474,26.184,Very Poor
8.1,2.07,21.234,Good
7.935,0.627,27.353,Good
8.096,2.285,28.19,Good
6.924,1.06,26.543,Good
7.931,3.417,27.288,Good
6.759,2.71,22.775,Good
8.174,3.147,26.257,Good
8.096,3.092,23.786,Good
7.967,2.767,26.235,Good
8.164,1.876,20.368,Good
7.98,1.163,27.643,Good
7.958,5.51,25.329,Poor
8.102,3.468,27.415,Good
8.075,2.975,25.205,Good
8.027,2.986,23.24,Good
7.314,0.728,21.649,Excellent
8.16,4.628,20.479,Poor
7.956,3.443,27.397,Good
7.987,1.164,27.893,Good
8.133,6.335,25.68,Poor
8.04,7.867,24.128,Poor
8.118,2.114,20.601,Good
7.941,2.896,26.147,Good
8.059,4.076,22.606,Poor
8.205,2.626,18.138,Good
7.982,3.644,27.642,Good
12.732,32.846,18.647,Unsafe
8.147,4.616,21.567,Poor
8.012,1.278,27.606,Good
8.05,2.641,28.961,Good
6.883,0.844,23.762,Excellent
9.622,18.814,31.249,Very Poor
7.999,1.772,23.431,Good
8.076,2.093,27.164,Good
8.231,4.021,26.629,Poor
8.115,2.895,28.049,Good
7.793,0.829,25.255,Good
7.416,1.407,24.352,Good
8.141,4.301,27.337,Poor
7.273,0.773,22.53,Excellent
8.057,2.626,20.97,Good
8.04,4.513,25.376,Poor
7.243,3.316,20.946,Good
5.933,6.727,26.881,Poor
7.966,3.436,27.988,Good
7.926,1.317,27.728,Good
7.977,3.031,27.943,Good
8.171,2.947,17.362,Good
5.086,18.419,22.403,Very Poor
7.967,1.179,27.584,Good
8.085,2.376,26.29,Good
8.085,2.993,23.889,Good
8.608,6.401,28.015,Poor
8.124,7.034,24.558,Poor
